fips,state,county,years_n,filings,ind_filings_court_issued_lt,renting_hh,filing_rate,pop_total,hh_total,med_hh_income,med_gross_rent,median_age,pov_rate,unemp_rate,labor_force_rate,renter_share,ba_plus_share,white_share,black_share,hisp_share,log_med_hh_income,log_med_renter_hh_income,log_med_gross_rent,county_state,log_renting_hh
12105,Florida,Polk County,9,3998.88888888889,0,76655.6666666667,0.0521669051066747,646323.5,225576.25,45449,902.5,40.35,0.17475,0.0865258816873545,0.408603997273655,0.31596693989539,,0.613480186799728,0.146543386281292,0.202733709342215,10.7243460971634,10.4232409980979,6.80516869020704,"Polk County, Florida",11.2470788106824
12117,Florida,Seminole County,9,2730.22222222222,0,62325.6666666667,0.0438057443785421,446149.25,159287.75,60011.75,1130.75,39.15,0.1185,0.0711196939871017,0.497646463690344,0.337875972978035,,0.627385309214123,0.106941591902101,0.196917759050534,11.0022956553647,10.6349365677451,7.03063640835795,"Seminole County, Florida",11.0401286049517
12127,Florida,Volusia County,9,3484.88888888889,0,65819.2222222222,0.0529463699392106,515204.75,207090,43488.75,955.25,46.425,0.1635,0.0724356268762284,0.40501989093409,0.302027530571891,,0.731805172309104,0.102613096779406,0.126598472251645,10.680257562939,10.3027458033506,6.86197308632701,"Volusia County, Florida",11.0946672056883
13015,Georgia,Bartow County,7,1885.57142857143,0,11802.5714285714,0.159759374470454,101639,36111,49729,832,37.4,0.153,0.083344037527982,0.461522498144842,0.353206922383763,,0.788561855458401,0.107803361208167,0.0796880379586417,10.8143435429202,10.4673273519301,6.72383244082121,"Bartow County, Georgia",9.37607270438869
13021,Georgia,Bibb County,7,5602.57142857143,0,27943.5714285714,0.200495897344137,154505,57190,36813.5,743,35.7,0.276,0.118620624296859,0.419001635184204,0.472840998587632,,0.402664782898557,0.532530985483755,0.0312252819010828,10.5136199047109,9.95461075044415,6.61069604471776,"Bibb County, Georgia",10.237942449573
13045,Georgia,Carroll County,6,2622.33333333333,0,13794,0.190106809724035,113175.5,40180.5,44536,796,34.05,0.2,0.111267432482358,0.455218496950025,0.367082923733843,,0.717385059467761,0.182180443853375,0.0650597797368359,10.7040531298633,10.2265590674829,6.67959918584438,"Carroll County, Georgia",9.53198899399124
13051,Georgia,Chatham County,7,10300.4285714286,0,47361,0.21748756511536,280951.5,105830.5,48407,957,34.45,0.1855,0.092888743266152,0.471233908938091,0.458057777273758,,0.496351676672487,0.393096977618008,0.0599896072030219,10.7873997103463,10.419067043258,6.86380339145295,"Chatham County, Georgia",10.7655543841998
13059,Georgia,Clarke County,6,2993.5,0,28295.3333333333,0.105794830714134,121471,44128.5,32639,795,26.65,0.359,0.0899907013512746,0.476240095229732,0.60496022100175,,0.561590504047278,0.268056284891768,0.105408859485819,10.3932631713538,9.94120673450255,6.67834211465433,"Clarke County, Georgia",10.2504521701516
13063,Georgia,Clayton County,7,19870.4285714286,0,41531.5714285714,0.478441529851645,268751.5,89487.5,41704,888.5,32.4,0.247,0.130910842842544,0.47715826353508,0.481453452256336,,0.127729035552524,0.664688860712058,0.131379771097676,10.6383523264479,10.3019468020299,6.78953464759471,"Clayton County, Georgia",10.6342091743046
13067,Georgia,Cobb County,7,21256.2857142857,0,94804.7142857143,0.224211273399605,723760.5,270295.5,67345.5,1026,36.1,0.12,0.0723277375246025,0.526107644414939,0.359854749459546,,0.541002768695129,0.257852988374107,0.126046947430262,11.1175913644615,10.6365573675726,6.93342302573072,"Cobb County, Georgia",11.4595744157589
13089,Georgia,DeKalb County,7,34505.7142857143,0,126166,0.273494557057482,720116.5,269149.5,51999.5,1004.5,35.15,0.1915,0.103809272233912,0.518504440152952,0.453991552248077,,0.294346456596716,0.533172333859824,0.0889814198948293,10.8589893821327,10.493235759815,6.91224518425499,"DeKalb County, Georgia",11.7453537791617
13097,Georgia,Douglas County,7,5304.28571428572,0,15260.7142857143,0.347577814182074,137401.5,47306.5,55632.5,963,36,0.158,0.0939581124193971,0.486997774815092,0.334989245804796,,0.452591104942206,0.420395520553348,0.0890101669796809,10.9265228418403,10.5531458918174,6.87005341179813,"Douglas County, Georgia",9.63303711145691
13121,Georgia,Fulton County,7,46103.2857142857,0,189943,0.242721688687057,990330,382530,58029,1019,34.9,0.173,0.0934456688390638,0.510115060753801,0.485123578056062,,0.403307182642978,0.435560925382261,0.0752113345211079,10.9686981645702,10.5087216224798,6.92657703322273,"Fulton County, Georgia",12.1544793061336
13135,Georgia,Gwinnett County,7,24362.8571428571,0,88643.5714285714,0.274840653983449,866738,276506.5,61077,1064,34.65,0.134,0.0742137003340434,0.498957819885081,0.337811462065628,,0.407618901376917,0.250918570573241,0.204480529297115,11.0198906422128,10.5700474434249,6.96979066990159,"Gwinnett County, Georgia",11.3923787925567
13139,Georgia,Hall County,6,3106.66666666667,0,20726.6666666667,0.149887423608877,189199,62159.5,51552,864.5,35.7,0.1805,0.065355918537679,0.454916261736098,0.336805027121628,,0.622074288618497,0.0732158149351097,0.272367517447746,10.8503462859767,10.4264280329391,6.76215130512335,"Hall County, Georgia",9.93917639494464
13153,Georgia,Houston County,6,2730.5,0,19389,0.140827273196142,148353.5,53979.5,54375,858,34.9,0.176,0.088420076434102,0.456430553122953,0.347897660703322,,0.58242774462482,0.292346427038534,0.0646303282454116,10.903659768391,10.393451813774,6.75460409948796,"Houston County, Georgia",9.87246117393101
13185,Georgia,Lowndes County,4,3412.5,0,18264.75,0.186835297499281,113203,39328,36834,758,29.4,0.265,0.12970719682546,0.440774537777267,0.486625305126119,,0.547511991731668,0.357146012031483,0.0535409838961865,10.5141766106556,10.0746638982251,6.63068338564237,"Lowndes County, Georgia",9.81272825175548
13215,Georgia,Muscogee County,3,1883.66666666667,0,38250.3333333333,0.0492457582069002,200285,72760,42306,830,33.5,0.205,0.107453066407888,0.416751129640263,0.501566794942276,,0.424475122949797,0.441530818583519,0.0726564645380333,10.6526841989471,10.3487180972037,6.72142570079064,"Muscogee County, Georgia",10.5519075538137
13217,Georgia,Newton County,7,3059.85714285714,0,9410.71428571429,0.325146110056926,103273,34865.5,50123.5,891.5,35.95,0.1705,0.110444493495695,0.457557155024934,0.308264777892927,,0.500277060166785,0.417727456547675,0.0489959826128605,10.8222452389741,10.3468592773843,6.7929054373032,"Newton County, Georgia",9.14960413678835
13245,Georgia,Richmond County,7,8449.71428571429,0,37210,0.227081813644566,201354.5,72097,38009.5,792,33.4,0.252,0.117058673367336,0.411789044463423,0.471767579887076,,0.363730294905515,0.545675283943721,0.0458890741954475,10.5455914074637,10.13826529352,6.67456139181443,"Richmond County, Georgia",10.5243328213407
13313,Georgia,Whitfield County,6,1754,0,12832.6666666667,0.136682425061042,103554.5,34694.5,41180,670,34.95,0.192,0.0957286373759542,0.459339662150907,0.361812086717551,,0.602973862502296,0.0384203317391918,0.332798469552619,10.6257079805818,10.2434689961462,6.50727771238501,"Whitfield County, Georgia",9.45974928220647
15001,Hawaii,Hawaii County,8,320,0,23691.375,0.0135070252359772,194273.333333333,66518,55113.6666666667,1106.33333333333,41.7333333333333,0.182666666666667,0.0726110666228316,0.429707585758542,0.333589720570321,,0.30506406161647,0.0059928312149516,0.124347183408389,10.9171529982635,10.4906131836292,7.00880652305187,"Hawaii County, Hawaii",10.0728663368362
15003,Hawaii,Honolulu County,8,1658.75,0,140398.625,0.0118145743948703,986271.666666667,310225,78175.6666666667,1619.66666666667,37.3,0.093,0.050253922897149,0.45746917538896,0.449373187321312,,0.18960753408264,0.0228331815980271,0.0947084599301401,11.2667137101652,10.9290850910424,7.38997564573779,"Honolulu County, Hawaii",11.8522409770786
15009,Hawaii,Maui County,8,396.75,0,24674.375,0.0160794346361357,162866.666666667,53880,70790,1333.66666666667,40.5333333333333,0.101666666666667,0.0566204206804918,0.498969993078006,0.412807840912945,,0.308572638952311,0.00514042014446661,0.109793569197685,11.1674730267682,10.844511938101,7.19568732018913,"Maui County, Hawaii",10.1135205347002
17031,Illinois,Cook County,6,28063.3333333333,0,852298,0.0329266680589809,5236393,1942959,55251,980,35.9,0.171,0.105847165983402,0.500208063069369,0.430000838926606,,0.430831299331429,0.236645912558511,0.247312606215767,10.9196417187637,10.4659279190196,6.88755257166462,"Cook County, Illinois",13.6556915099161
17161,Illinois,Rock Island County,8,750.375,0,19778.625,0.0379386838063819,146634,60184.3333333333,50150.3333333333,683,40.0333333333333,0.148666666666667,0.0747823115403186,0.471406831476608,0.308037015396149,,0.732792618717079,0.0934481278298393,0.123926003006214,10.8227804400945,10.2298493008662,6.52649485957079,"Rock Island County, Illinois",9.89235708809917
18003,Indiana,Allen County,2,5303,0,48725,0.108835300153925,368881.5,143098,52246.5,731.5,35.75,0.145,0.0592422646990462,0.477800769754421,0.317285654217958,,0.74416741875145,0.112116064080634,0.0728073771038379,10.8637281819375,10.3380647085439,6.59509722046018,"Allen County, Indiana",10.7939475243758
18141,Indiana,St. Joseph County,2,2270.5,0,33977.5,0.0668236332867339,267246,102005,45471,719,36.5,0.178,0.0837820715869496,0.472523442820473,0.315298269692662,,0.744157068768101,0.127519214506485,0.0795184960672938,10.7248300390998,10.1700353614576,6.57786135772105,"St. Joseph County, Indiana",10.4334538198295
18163,Indiana,Vanderburgh County,6,2887.83333333333,0,27547.1666666667,0.104832317903233,181305,74217,43046,716,37.8,0.166,0.0627333658016188,0.475651526433358,0.367341714162523,,0.845679931606961,0.0904056700035851,0.0243512313504868,10.6700245903241,10.1743921672486,6.57368016696065,"Vanderburgh County, Indiana",10.2236549659771
19013,Iowa,Black Hawk County,6,919.166666666667,0,17515,0.0524788276715197,132496,52410,48369,700,34.7,0.157,0.0647680226305011,0.512264521193093,0.325357756153406,,0.830425069436059,0.0899649800748702,0.0401144185484845,10.7866143916318,10.2184077754338,6.5510803350434,"Black Hawk County, Iowa",9.77081293563159
19103,Iowa,Johnson County,6,473.333333333333,0,22491.8333333333,0.021044675474802,139436,55426,55700,870,29.8,0.179,0.0343703283674416,0.556499038985628,0.405098690145419,,0.810902492899968,0.0538741788347342,0.0523465962879027,10.9277354259154,10.2186996716667,6.76849321164863,"Johnson County, Iowa",10.0209075593425
19153,Iowa,Polk County,6,4253.83333333333,0,56025.6666666667,0.0759265098734509,452369,177049,60061,799,35,0.129,0.0564060667001844,0.527622361390812,0.324220978373219,,0.79471847098276,0.0610872982012472,0.0794395725613382,11.0031159914154,10.4330564191193,6.68336094576628,"Polk County, Iowa",10.933565198048
19163,Iowa,Scott County,6,1300.33333333333,0,20924.1666666667,0.0621450475924967,169994,67709,55114,715,37.6,0.121,0.0523461990002784,0.486034801228279,0.319499623388324,,0.815664082261727,0.0763850488840783,0.0611433344706284,10.9171590463518,10.3381554124524,6.57228254269401,"Scott County, Iowa",9.94866006979364
19193,Iowa,Woodbury County,6,670.5,0,13208,0.0507646880678377,102530,38656,46720,678,35.4,0.146,0.0517353772000869,0.493738418023993,0.32486548013245,,0.758773042036477,0.0277674826879938,0.150053642836243,10.7519276175021,10.2208133750776,6.5191472879404,"Woodbury County, Iowa",9.48857798559996
20091,Kansas,Johnson County,2,2312.5,0,71102,0.0325236983488509,575612.5,223157.5,79653.5,999,37.2,0.058,0.0369241937358563,0.517350332251199,0.310341859893583,,0.807126444673769,0.0444339851971927,0.0738339204983043,11.2854412566201,10.7247835579542,6.90675477864855,"Johnson County, Kansas",11.1718707447909
20209,Kansas,Wyandotte County,2,2259,0,25447.5,0.0887709991158267,162502,59211,41770,808,33.6,0.2205,0.0824289244300869,0.460324375832027,0.426714721475168,,0.417720947778887,0.230097758434874,0.278291176252659,10.6399336574912,10.2441396688481,6.6945620585211,"Wyandotte County, Kansas",10.1443727853265
21067,Kentucky,Fayette County,7,5946,0,57938,0.102626946045773,309917.5,126095.5,50219.5,785.5,34.1,0.189,0.0651546683041192,0.518655452464787,0.461018542753897,,0.722841117874637,0.143549383750989,0.0685024099390367,10.8241586764693,10.3017214069024,6.66632045769568,"Fayette County, Kentucky",10.9671287522602
21093,Kentucky,Hardin County,7,1009.14285714286,0,15673,0.0643873449335071,107551,40399,51153,763.5,35.85,0.143,0.0768118996170826,0.440999484007524,0.373958151326176,,0.764781357306652,0.112263054532929,0.0551553146748114,10.8425764206863,10.4882565437279,6.63791312465869,"Hardin County, Kentucky",9.65969476565407
21111,Kentucky,Jefferson County,7,17193.5714285714,0,121266,0.141783941323796,757766.5,308635,49397,759.5,37.95,0.162,0.0777064622626583,0.49149393764785,0.384537681145771,,0.692936951051951,0.206176923983942,0.0474336494075232,10.807644972587,10.2913899582062,6.63266032203583,"Jefferson County, Kentucky",11.7057417588568
21117,Kentucky,Kenton County,7,2323,0,21803,0.106544970875568,163200,62485.5,55432,749,36.55,0.141,0.0702625446923178,0.502650613917751,0.342954785520639,,0.891345218456319,0.043968785266382,0.0292093822846186,10.9229123233072,10.3368783486881,6.61873898351722,"Kenton County, Kentucky",9.98980285398805
21227,Kentucky,Warren County,7,1019.85714285714,0,18964,0.0537785880013258,120008,45680.5,45920,697.5,32.85,0.19,0.0719015110858259,0.4911109637119,0.425218496624471,,0.804448550419839,0.0926021998207364,0.0493777082825679,10.7346560309934,10.2522107018335,6.54750251369552,"Warren County, Kentucky",9.85029772402201
23001,Maine,Androscoggin County,9,864.444444444444,0,16833.2222222222,0.0513534742803583,107382.5,45034.25,49303.75,725.5,40.675,0.145,0.0525107772709948,0.491695694127205,0.361405516122582,,0.911776109130312,0.0158192673097224,0.0176820636968937,10.8057554220467,10.206032085091,6.58686107232424,"Androscoggin County, Maine",9.73110972591349
23005,Maine,Cumberland County,9,999.111111111111,0,42270,0.0236364114291723,288610,118382.5,64340.75,1016.75,42.05,0.10775,0.042849772110133,0.522613420226633,0.318469760389591,,0.90813122016318,0.0271177927170849,0.0196590964577689,11.0719484575482,10.4855216470364,6.92436654478733,"Cumberland County, Maine",10.6518328935608
23019,Maine,Penobscot County,9,906.222222222222,0,21694.3333333333,0.0417723010105045,152611.75,61796.5,46708.25,759.75,41.7,0.16225,0.0657868214829858,0.474492534027774,0.311382594706907,,0.940921445206988,0.0079623162052087,0.0125779046272381,10.7516760875834,10.1465124938087,6.6329894317969,"Penobscot County, Maine",9.98480636871367
25003,Massachusetts,Berkshire County,7,610.714285714286,0,18835.7142857143,0.0324232081911263,128925.5,55047,51104.5,767,45.95,0.127,0.0868001089109451,0.485036047747767,0.315107617186794,,0.89620839828301,0.025737508585566,0.0399473923711183,10.8416278349368,10.2132472193884,6.64248680136726,"Berkshire County, Massachusetts",9.84351004272612
25005,Massachusetts,Bristol County,7,4384,0,82543.7142857143,0.0531112518734662,553815.5,212481,58092.5,824.5,40.65,0.126,0.0827497173512244,0.499641094648217,0.379177676498172,,0.839688424129687,0.0335611501284391,0.0688299987348078,10.9697918467278,10.3451041996255,6.71477714199965,"Bristol County, Massachusetts",11.321083302121
25009,Massachusetts,Essex County,7,6666.28571428572,0,107627,0.0619387859392691,766605.5,288101.5,69977,1089,40.65,0.1135,0.0718373248982748,0.502775508268181,0.36897501227448,,0.732253117703922,0.0297504989717935,0.185018964329821,11.1559218956115,10.4767601587842,6.99301512293296,"Essex County, Massachusetts",11.5864268246003
25013,Massachusetts,Hampden County,7,5998.71428571429,0,70341.5714285714,0.0852797878109064,468056.5,177026.5,50733,829.5,38.6,0.1755,0.0900885780705588,0.468059981325035,0.383772742319489,,0.65074739029287,0.0776551556724806,0.230221041120374,10.8343318654178,10.1079582519371,6.7208231096305,"Hampden County, Massachusetts",11.1611182462472
25015,Massachusetts,Hampshire County,7,98.4285714285714,0,20452,0.0048126624011623,160897,58539.5,61988,971,35.95,0.147,0.0720243555785818,0.521242620401595,0.339973038351843,,0.847714511147279,0.0263985039138995,0.0519955346044916,11.0346960969072,10.3510630315841,6.87832646829133,"Hampshire County, Massachusetts",9.92583595619989
25017,Massachusetts,Middlesex County,7,4391.42857142857,0,228767.571428571,0.0191960274089797,1561863,586688.5,87068.5,1363.5,38.5,0.0825,0.0562332433559794,0.530733692699414,0.376117427214396,,0.744032589126213,0.0464877373920757,0.0738918350570856,11.3744504441562,10.8639209817025,7.21781020228564,"Middlesex County, Massachusetts",12.3404617951759
25021,Massachusetts,Norfolk County,7,2440.28571428571,0,82723,0.0294994827833337,689469.5,259803,89244,1355.5,40.95,0.0665,0.064422540009675,0.513314521458215,0.3135901596694,,0.777891298025941,0.0607616482105825,0.0391600934914791,11.3991294704913,10.8013741542408,7.21192566893872,"Norfolk County, Massachusetts",11.3232529560092
25025,Massachusetts,Suffolk County,7,7057.42857142857,0,195966,0.0360135358757569,763319,298165,56241.5,1320.5,32.3,0.204,0.0815751072801926,0.5555916107796,0.642930311714975,,0.462676866302081,0.200790570604534,0.215742158025363,10.9374101975371,10.589970213965,7.18576573173719,"Suffolk County, Massachusetts",12.1856964537773
25027,Massachusetts,Worcester County,7,5543.42857142857,0,106829,0.0518906717410869,812262,301985,66159,944.5,39.85,0.116,0.0704115477726219,0.504148663150546,0.352891136505418,,0.787920988737616,0.0423861872966896,0.103432444431523,11.0998162147103,10.4391072762721,6.85065568694157,"Worcester County, Massachusetts",11.5789847042296
26021,Michigan,Berrien County,9,2520.11111111111,1,18378.4444444444,0.137123199883922,155113.5,62598,46810,699,41.75,0.17325,0.0768719332051887,0.451344328265571,0.300266974406568,,0.751592285630487,0.146774145956755,0.0515986444970981,10.7538521342941,10.1583159501215,6.54965074223381,"Berrien County, Michigan",9.81893375927284
26025,Michigan,Calhoun County,9,3566.88888888889,1,16789.6666666667,0.212445485649242,134570.25,53281.5,45210,707.75,39.95,0.172,0.0802475995866668,0.441056931387514,0.30454333083448,,0.784798869809118,0.105893635644863,0.0491248223934381,10.7190735802887,10.1901921427006,6.56209092399201,"Calhoun County, Michigan",9.72851889678736
26049,Michigan,Genesee County,9,14008.1111111111,1,50603.2222222222,0.276822512400396,412301.5,166559.75,44452.5,732,39.975,0.204,0.114428731725371,0.429559303589722,0.303868051143121,,0.724978792799136,0.19951004004753,0.0328170794816553,10.7021764823301,10.1135389096071,6.59578051396131,"Genesee County, Michigan",10.8317705335291
26065,Michigan,Ingham County,9,7797.55555555556,1,46685.4444444445,0.167023269208342,285949.75,111407.5,48142.5,823,31.65,0.214,0.0809409718591944,0.49468985400387,0.419943907523649,,0.706865911330376,0.1078101182776,0.0759312897168243,10.781920641854,10.2435509951658,6.71295620067707,"Ingham County, Michigan",10.7511877129422
26077,Michigan,Kalamazoo County,9,6220.66666666667,1,37884,0.16420300566642,259190,101775.25,50886.25,753.5,34.1,0.1715,0.0718033694782063,0.501018766304847,0.361481611585877,,0.782053297412739,0.105710034051114,0.0465625226332536,10.8373480285203,10.2935820630993,6.62472901806655,"Kalamazoo County, Michigan",10.542284138346
26081,Michigan,Kent County,9,11864.1111111111,1,73426.6666666667,0.161577689001876,632864.5,235924,56347.25,813.25,34.95,0.1405,0.0581580861414116,0.503245770633715,0.311599398790163,,0.745678463685234,0.0928709585215106,0.10231501168147,10.9392887161475,10.3746501299986,6.70103856535346,"Kent County, Michigan",11.2040424547083
26161,Michigan,Washtenaw County,9,7919.11111111111,1,56256.6666666667,0.140767513973653,359911,138974,64634.75,1010.25,33.4,0.14825,0.0573623979809167,0.505746542771327,0.399216594558809,,0.707048913384577,0.11796873839785,0.0449889050912158,11.0765074708371,10.5095363425896,6.91795310395858,"Washtenaw County, Michigan",10.9376798315624
26163,Michigan,Wayne County,9,61334.7777777778,1,248911,0.24641248389094,1767941.5,671604.25,43069,819.5,37.85,0.24075,0.123072054970389,0.438578329809501,0.376762855775267,,0.496913056186704,0.390043404095318,0.056937837275562,10.6705587597614,10.1078900685171,6.70869439818388,"Wayne County, Michigan",12.4248506818347
27053,Minnesota,Hennepin County,8,6609.875,0,179225.75,0.0368801637041552,1219339,497592,70367,1022.33333333333,36.2666666666667,0.116666666666667,0.0484563426059379,0.544027344043067,0.374874210882981,,0.6970140497095,0.124605866826983,0.0686238155617136,11.1614796822485,10.60319344733,6.92984287544614,"Hennepin County, Minnesota",12.0964014633964
27123,Minnesota,Ramsey County,8,3082.375,0,82411.25,0.0374023570811024,535599,208143.333333333,59569.6666666667,922.666666666667,34.7666666666667,0.154,0.057058312162497,0.514785863777072,0.407774303211158,,0.63362555343078,0.112145216382806,0.0740652578041942,10.9949017749493,10.4429489304692,6.82726802806945,"Ramsey County, Minnesota",11.3194772357045
27145,Minnesota,Stearns County,8,352.25,0,16816.625,0.0209465335642556,154904.666666667,58271,58835.3333333333,774.666666666667,34.1333333333333,0.132333333333333,0.0465655286822559,0.538510911357272,0.3079174421742,,0.880587251047885,0.0484787305296508,0.0317541231119322,10.9824978604439,10.4259359753797,6.65243282930369,"Stearns County, Minnesota",9.73012325940988
28047,Mississippi,Harrison County,2,8258,0,32739,0.252237392712056,201558.5,78246.5,45125,868,35.95,0.203,0.0936689929498103,0.43547999770815,0.441135378548818,,0.644097508125178,0.241752906724244,0.0539519470599169,10.7171916956352,10.3795189349238,6.76619171466035,"Harrison County, Mississippi",10.3963223067812
29019,Missouri,Boone County,8,1163.125,0,30283.625,0.0384077203439152,172710.666666667,67903.6666666667,50905.6666666667,808,30.3333333333333,0.192333333333333,0.0465054520352008,0.528927864260006,0.448808413247362,,0.797876977610769,0.0836446197654295,0.0321601944865888,10.837729525746,10.2258327867022,6.6945620585211,"Boone County, Missouri",10.3183624163701
29047,Missouri,Clay County,8,2104.625,0,26829.5,0.0784444361616877,233188,88591.3333333333,63825.3333333333,855.333333333334,36.7333333333333,0.0893333333333333,0.0509150567362103,0.51244583589557,0.303726067392631,,0.82424505684308,0.0551241053271446,0.0648542245624299,11.06390546471,10.5859453446861,6.75149125650747,"Clay County, Missouri",10.1972573073906
29077,Missouri,Greene County,8,3013.375,0,46557.625,0.0647235549493773,285138,118954,42103.3333333333,713.333333333333,35.6666666666667,0.187333333333333,0.0590833003289231,0.479056789378726,0.416889885253314,,0.884470996669472,0.0318025574383685,0.0341311089282328,10.6478821930999,10.2016067955461,6.56994881934779,"Greene County, Missouri",10.7484460716541
29095,Missouri,Jackson County,8,9402.75,0,109791.125,0.0856421682535815,684367.333333333,277172,48541.6666666667,825.333333333333,36.5333333333333,0.17,0.0659941083015052,0.488815114557955,0.411712738892507,,0.62648380195678,0.234945445112084,0.0872776030855718,10.790177814634,10.3371672462425,6.71578734513638,"Jackson County, Missouri",11.6063349760111
29097,Missouri,Jasper County,8,751.375,0,17283.5,0.0434735441316863,117694,45753,43262.3333333333,726.333333333333,35.7333333333333,0.174,0.0575284276745231,0.472530604224818,0.35653209316153,,0.849167796107177,0.0208259351585487,0.0755666323999568,10.6750376354851,10.2778804108976,6.58800904627651,"Jasper County, Missouri",9.75750756814461
29189,Missouri,St. Louis County,8,10024.25,0,116293,0.0861982234528304,1000475.33333333,401954,61263,907.333333333333,40.2666666666667,0.103333333333333,0.065843143329471,0.491274882155848,0.301863616617853,,0.67341596764242,0.234741927741804,0.0271790681252781,11.0229313507842,10.4907444702178,6.8105098945433,"St. Louis County, Missouri",11.6638681475294
29510,Missouri,St. Louis city,8,6118,0,79352.875,0.0770986558458027,316249,139804,37024,762.333333333333,34.8666666666667,0.262666666666667,0.107035641804392,0.506318717395876,0.564345310050782,,0.429145025537474,0.475832650571809,0.03833851404475,10.5193216299934,10.1483666636865,6.63638390535467,"St. Louis city, Missouri",11.2816599571823
31055,Nebraska,Douglas County,7,5070.57142857143,0.857142857142857,81276.5714285714,0.0623866304821632,540454,209736,55331,822.5,34.05,0.144,0.0508422450298438,0.511694753071274,0.384113988815196,,0.70784721595464,0.110812199707751,0.11904577261438,10.9210886091067,10.3755155936269,6.71234848263953,"Douglas County, Nebraska",11.3056130796954
31109,Nebraska,Lancaster County,7,1796.28571428571,0.857142857142857,47692,0.037664298295012,299893.5,118460.5,52780,739.5,32.95,0.145,0.0462095468657746,0.531787427194257,0.407080228476415,,0.82863817414139,0.0378787128773511,0.0645801301424204,10.8738876100573,10.3056617151555,6.60597428215085,"Lancaster County, Nebraska",10.772518947926
31153,Nebraska,Sarpy County,7,627.571428571429,0.857142857142857,18707.5714285714,0.0335463868716257,170826,62445,71406,883.5,33.8,0.063,0.0376583172506262,0.510621290330449,0.301773990698855,,0.824787400000111,0.0382223687816382,0.0827140236885095,11.1761371784105,10.6316962993467,6.78389129175975,"Sarpy County, Nebraska",9.83668361012557
32003,Nevada,Clark County,7,34044,0,331610.714285714,0.102662545368386,2052862.5,729960.5,52102,1006,36.55,0.1535,0.100673362902581,0.482223374021257,0.476157851657313,,0.453917481682735,0.105006811834761,0.301969892865995,10.8609586147206,10.5758173132144,6.91373735065969,"Clark County, Nevada",12.711717012595
32031,Nevada,Washoe County,7,3440.85714285714,0,72866,0.0472217103018849,437466.5,167680,53912.5,908,37.75,0.151,0.0836046773237526,0.493160690589792,0.4318807918577,,0.643871282219614,0.0216795574507228,0.233987128690823,10.8951176409561,10.4996040576977,6.81124437860129,"Washoe County, Nevada",11.1963774168838
33011,New Hampshire,Hillsborough County,9,3400.44444444444,1,55235,0.0615632197781198,406594.5,157165.25,74716.25,1114.5,40.35,0.08525,0.0485145426667775,0.528529332543079,0.338649499334008,,0.857804937438711,0.0211105185983878,0.0617210243685145,11.2214528842771,10.6769613006613,7.01616115282592,"Hillsborough County, New Hampshire",10.9193520893064
33017,New Hampshire,Strafford County,9,1057.11111111111,1,17236.2222222222,0.0613307891649369,126493.75,48004.75,65674.75,1001.5,37.05,0.10175,0.0511617669300519,0.533586695834069,0.34525714402575,,0.914497066547795,0.00860154232243104,0.0219075436947265,11.092469807923,10.5689087926486,6.90925415510587,"Strafford County, New Hampshire",9.75476839156409
34001,New Jersey,Atlantic County,6,5718.5,1,35631.6666666667,0.160489265166752,272716.75,100858.75,56855,1066.25,41,0.15075,0.107760406400368,0.489497598564279,0.327839632663001,,0.566694611466221,0.143270906772878,0.183958357001034,10.9482594460588,10.3429906624449,6.97190309880589,"Atlantic County, New Jersey",10.4809900345664
34003,New Jersey,Bergen County,6,9836.66666666667,1,124635,0.0789237908024766,931139.75,337171.75,90425.5,1400.25,41.6,0.07275,0.0541728233810334,0.490360747304339,0.353817471492736,,0.582781260962721,0.0529904376561406,0.186540697296335,11.4122815862493,10.9136139236542,7.24440607108994,"Bergen County, New Jersey",11.7331447447672
34007,New Jersey,Camden County,6,11518.6666666667,1,66271,0.173811571677908,510376.5,186498.25,64342,1009.5,38.475,0.1305,0.0844096819160433,0.491890953276784,0.329372866574799,,0.578010643609108,0.181951996506571,0.158813310076925,11.0719678851716,10.3823017088007,6.91721043775289,"Camden County, New Jersey",11.1015076747526
34011,New Jersey,Cumberland County,6,3224.33333333333,1,18927.8333333333,0.170348780895859,155282.75,50572.5,50528.5,1003,36.9,0.182,0.0918909163037977,0.41959039066338,0.35298257315218,,0.47719458513709,0.18092440769743,0.293991932895962,10.8302928125099,10.2432556860247,6.91075078796194,"Cumberland County, New Jersey",9.84838878088213
34013,New Jersey,Essex County,6,39711.6666666667,1,164448.333333333,0.241484154090951,794537.75,280098.5,56375.75,1098.75,37.175,0.169,0.112078261169357,0.488729170743562,0.556515461174805,,0.313524403123359,0.387728398084152,0.222121818403753,10.9397943804859,10.4316064534932,7.00192844899939,"Essex County, New Jersey",12.0103517167731
34017,New Jersey,Hudson County,6,17963.6666666667,1,182308.333333333,0.0985345339854642,669883,252264.5,62401.25,1271.75,34.85,0.17075,0.0756801474955216,0.540982070981832,0.687790727581887,,0.290043508228728,0.109060141607131,0.430487654820916,11.0413405862082,10.8260637562786,7.14814918370287,"Hudson County, New Jersey",12.113454671818
